author_id,author_name,field_name,gender,race
2153123546,juyong lee,network science,male,East Asian
2422903718,kingsun fu,graph theory,male,East Asian
2619396113,lihe zhang,graph theory,male,East Asian
2686795201,linyuan lu,network science,female,East Asian
2686795201,linyuan lu,complex network,female,East Asian
2120090010,linyuan lu,complex network,female,East Asian
2686795201,linyuan lu,network theory,female,East Asian
2120090010,linyuan lu,network science,female,East Asian
2109031554,qiang yang,graph theory,male,East Asian
2060953334,tina w wey,social network analysis,female,East Asian
2060953334,tina w wey,social network,female,East Asian
2174244324,wanqing li,graph theory,male,East Asian
2167396689,wenlian lu,complex network,male,East Asian
2168356855,xiang ruan,graph theory,male,East Asian
2157503142,xiaofei he,graph theory,male,East Asian
2105958714,yangyu liu,complex network,male,East Asian
2136527817,yusoon kim,social network analysis,female,East Asian
2099847228,benyu zhang,graph theory,male,East Asian
2649179961,chenxi wang,graph theory,female,East Asian
2227755146,eunjoon cho,social network,male,East Asian
2151581994,haijun zhou,network science,male,East Asian
2151581994,haijun zhou,complex network,male,East Asian
2610510160,hichang cho,social network analysis,male,East Asian
2610510160,hichang cho,social network,male,East Asian
2157550716,hosung park,social network,male,East Asian
2558675373,jinhui wang,graph theory,male,East Asian
2646458815,juyong park,complex network,male,East Asian
2646458815,juyong park,network science,male,East Asian
2135604693,mingrui xia,graph theory,female,East Asian
2143724125,mung chiang,complex network,male,East Asian
727393887,n phanthien,network theory,male,East Asian
2166036605,qiaozhu mei,social network,male,East Asian
2166036605,qiaozhu mei,social network analysis,male,East Asian
2166036605,qiaozhu mei,network science,male,East Asian
2167032303,stephen lin,graph theory,male,East Asian
2435354780,weiwei shen,social network analysis,male,East Asian
2435354780,weiwei shen,social network,male,East Asian
2157848085,wenpin tsai,social network analysis,male,East Asian
2157848085,wenpin tsai,social network,male,East Asian
2152778655,xuerui wang,social network analysis,male,East Asian
2152778655,xuerui wang,social network,male,East Asian
2515242805,zhongkui li,complex network,male,East Asian
2137441535,zicheng liu,graph theory,male,East Asian
2102240352,beom jun kim,complex network,male,East Asian
2102240352,beom jun kim,network science,male,East Asian
2102240352,beom jun kim,network theory,male,East Asian
2420099186,chingtai lin,graph theory,male,East Asian
2151409538,donguk hwang,complex network,male,East Asian
2137992000,gaolang gong,complex network,male,East Asian
2132063513,haewoon kwak,social network,male,East Asian
2160940721,haixuan yang,social network analysis,male,East Asian
2160940721,haixuan yang,social network,male,East Asian
2776115544,kazumi saito,social network,female,East Asian
2776115544,kazumi saito,social network analysis,female,East Asian
2101274274,meeyoung cha,social network,female,East Asian
2103435758,minseok song,social network analysis,male,East Asian
2103435758,minseok song,social network,male,East Asian
2109621001,raymond t ng,graph theory,male,East Asian
2149175904,satoru kawai,graph theory,male,East Asian
2097134209,steven h low,complex network,male,East Asian
2043434265,takao sasaki,social network analysis,male,East Asian
2043434265,takao sasaki,social network,male,East Asian
2043434265,takao sasaki,network science,male,East Asian
2234458706,tingting yan,social network analysis,female,East Asian
2113869885,xiaodan song,social network,male,East Asian
2113869885,xiaodan song,social network analysis,male,East Asian
2226227572,xiaofan wang,complex network,male,East Asian
2441980945,xiaoming liu,social network,male,East Asian
2441980945,xiaoming liu,social network analysis,male,East Asian
2140673536,y thomas hou,network theory,male,East Asian
2127952624,yongyeol ahn,complex network,male,East Asian
2127952624,yongyeol ahn,network theory,male,East Asian
2127952624,yongyeol ahn,social network,male,East Asian
2127952624,yongyeol ahn,network science,male,East Asian
2974365595,alice x zheng,network science,female,East Asian
2925179156,belle l tseng,social network,female,East Asian
2925179156,belle l tseng,social network analysis,female,East Asian
2111286164,bengchong lim,social network,male,East Asian
2111286164,bengchong lim,social network analysis,male,East Asian
2146161571,chang no yoon,network theory,male,East Asian
2146161571,chang no yoon,complex network,male,East Asian
2146161571,chang no yoon,network science,male,East Asian
2419915511,changhyun lee,social network,male,East Asian
2128666145,chaoming song,complex network,male,East Asian
2128666145,chaoming song,social network,male,East Asian
2500116311,curtis w chen,network theory,male,East Asian
2099465354,daizhan cheng,graph theory,male,East Asian
2191051789,duanbing chen,complex network,male,East Asian
2191051789,duanbing chen,network theory,male,East Asian
2191051789,duanbing chen,network science,male,East Asian
2162788130,guanrong chen,complex network,male,East Asian
2275122832,haejeong park,network theory,male,East Asian
2224718883,hanghang tong,graph theory,male,East Asian
2105916845,hawoong jeong,network science,male,East Asian
2105916845,hawoong jeong,complex network,male,East Asian
2227744130,michael r lyu,social network,male,East Asian
2227744130,michael r lyu,social network analysis,male,East Asian
2115325288,seung kee han,network science,male,East Asian
2115325288,seung kee han,complex network,male,East Asian
2115325288,seung kee han,network theory,male,East Asian
2144833106,shuicheng yan,graph theory,male,East Asian
1980401443,thomas y choi,social network analysis,male,East Asian
2162145093,tiancheng lou,social network analysis,male,East Asian
2162145093,tiancheng lou,social network,male,East Asian
2162145093,tiancheng lou,network science,male,East Asian
2105720401,tianping chen,complex network,male,East Asian
2160651145,yicheng zhang,network theory,male,East Asian
2160651145,yicheng zhang,network science,male,East Asian
2160651145,yicheng zhang,complex network,male,East Asian
2476563404,yingcheng lai,complex network,male,East Asian
2172097790,zhisheng duan,complex network,male,East Asian
2067629764,andrew b kahng,graph theory,male,East Asian
2228415632,changsong zhou,complex network,male,East Asian
2620706523,eric w k tsang,social network,male,East Asian
294294306,ichiro kawachi,social network,male,East Asian
2117210734,kaizhong zhang,graph theory,male,East Asian
2181693782,leon liheng wu,network theory,male,East Asian
2112462370,minghsuan yang,graph theory,male,East Asian
2149631809,thomas s huang,graph theory,male,East Asian
2129474304,zhengyou zhang,graph theory,male,East Asian
2152766206,chengxiang zhai,social network,male,East Asian
2152766206,chengxiang zhai,social network analysis,male,East Asian
2152766206,chengxiang zhai,network science,male,East Asian
2107003637,hongjiang zhang,graph theory,male,East Asian
1989850375,masahiro kimura,social network,male,East Asian
1989850375,masahiro kimura,social network analysis,male,East Asian
2143795187,mingsheng shang,network science,male,East Asian
2143795187,mingsheng shang,complex network,male,East Asian
2143795187,mingsheng shang,network theory,male,East Asian
2245702983,nhan phan thien,network theory,male,East Asian
2213811539,satoru hayasaka,network theory,male,East Asian
2807366552,zhongyuan zhang,complex network,male,East Asian
2807366552,zhongyuan zhang,network science,male,East Asian
2118618513,katherine c chen,complex network,female,East Asian
2119679967,toshio yamagishi,network theory,male,East Asian
2119679967,toshio yamagishi,network science,male,East Asian
2119679967,toshio yamagishi,complex network,male,East Asian
206769630,daizaburo shizuka,social network,male,East Asian
206769630,daizaburo shizuka,network science,male,East Asian
206769630,daizaburo shizuka,social network analysis,male,East Asian
2485322213,ray reagans,social network analysis,male,Black/African
2485322213,ray reagans,social network,male,Black/African
2973617478,y saad,graph theory,male,Middle Eastern
1969841945,r o saber,graph theory,male,Middle Eastern
2305277957,eytan adar,social network,male,Middle Eastern
254511066,murat arcak,graph theory,male,Middle Eastern
73721942,rami alrfou,social network,male,Middle Eastern
1862760335,bijan parsia,social network analysis,male,Middle Eastern
1862760335,bijan parsia,social network,male,Middle Eastern
2617115591,reuven cohen,network science,male,Middle Eastern
2617115591,reuven cohen,complex network,male,Middle Eastern
1927775022,hamed haddadi,social network,male,Middle Eastern
2033660646,leila cammoun,network science,female,Middle Eastern
2617375404,mohsen jamali,social network analysis,male,Middle Eastern
2617375404,mohsen jamali,social network,male,Middle Eastern
1970575723,moshe y vardi,graph theory,male,Middle Eastern
368345771,nadav kashtan,complex network,male,Middle Eastern
137426811,nathan linial,graph theory,male,Middle Eastern
341001588,r olfatisaber,complex network,male,Middle Eastern
341001588,r olfatisaber,network science,male,Middle Eastern
341001588,r olfatisaber,graph theory,male,Middle Eastern
2014033501,sasha a barab,social network analysis,male,Middle Eastern
202235199,kousha etessami,graph theory,male,Middle Eastern
131739572,babak pourbohloul,network theory,male,Middle Eastern
270906047,farinaz koushanfar,graph theory,female,Middle Eastern
2337605511,mohammad amin shokrollahi,graph theory,male,Middle Eastern
2978059839,norman,graph theory,male,White/European
2975531819,a jarry,complex network,male,White/European
2975531819,a jarry,network science,male,White/European
2226546923,b rubia,social network,male,White/European
2226546923,b rubia,social network analysis,male,White/European
2433879969,e gomez,social network analysis,male,White/European
2433879969,e gomez,social network,male,White/European
2128448371,j a fax,complex network,male,White/European
2128448371,j a fax,graph theory,male,White/European
2974020484,j cohen,social network analysis,male,White/European
2974020484,j cohen,graph theory,male,White/European
2158792855,l hagen,graph theory,male,White/European
739556534,b tombor,complex network,male,White/European
2973545313,c t zahn,graph theory,male,White/European
2191476964,e ravasz,complex network,male,White/European
2191476964,e ravasz,network science,male,White/European
2312484960,jo brown,social network analysis,male,White/European
2312484960,jo brown,social network,male,White/European
2764735131,john law,social network,male,White/European
2229421897,n kuiger,graph theory,male,White/European
2163866255,nick lee,social network,male,White/European
2163866255,nick lee,social network analysis,male,White/European
2708410718,p welsch,social network analysis,male,White/European
2161165944,per hage,network science,male,White/European
2161165944,per hage,social network analysis,male,White/European
2161165944,per hage,network theory,male,White/European
2200137649,ron milo,complex network,male,White/European
2148854578,roy rada,graph theory,male,White/European
2950166079,s l syme,social network,male,White/European
2152507894,s m dunn,network theory,female,White/European
2046927040,uri alon,complex network,male,White/European
2977296183,z robert,graph theory,male,White/European
2780331515,a s lodge,network theory,male,White/European
2136431451,bryce boe,social network,male,White/European
2136431451,bryce boe,social network analysis,male,White/European
2974363770,c elliott,network science,male,White/European
2070965055,eran toch,social network,male,White/European
2070965055,eran toch,social network analysis,male,White/European
2116846131,j a bondy,graph theory,male,White/European
2103617360,j carlson,complex network,female,White/European
2125030531,leo grady,graph theory,male,White/European
1340226678,m bichler,network theory,male,White/European
2171101665,mark reed,social network analysis,male,White/European
2200912411,max weber,social network,male,White/European
2891979224,max weber,social network,male,White/European
2776314865,n k jerne,network theory,male,White/European
2112574952,noga alon,graph theory,male,White/European
2866754299,nooy de w,social network analysis,male,White/European
2866754299,nooy de w,social network,male,White/European
2866754299,nooy de w,graph theory,male,White/European
2120439602,rob cross,social network,male,White/European
2120439602,rob cross,social network analysis,male,White/European
2093688085,rob kling,social network analysis,male,White/European
90469688,roy d pea,social network analysis,male,White/European
2066282134,tim finin,social network analysis,male,White/European
2066282134,tim finin,social network,male,White/European
2257997862,w t tutte,graph theory,male,White/European
2978571709,w t tutte,graph theory,male,White/European
2119336571,w t weeks,network theory,male,White/European
2976247323,a ferreira,network science,male,White/European
2976247323,a ferreira,complex network,male,White/European
2318210953,a martinez,social network analysis,female,White/European
2318210953,a martinez,social network,female,White/European
1820670915,a turtschi,complex network,male,White/European
2575070308,b langlois,graph theory,male,White/European
2107516614,bela novak,complex network,male,White/European
2048884539,brian uzzi,social network,male,White/European
2344016581,carl folke,social network,male,White/European
2149064801,danah boyd,social network,female,White/European
2484113080,darko hric,network science,male,White/European
2009277913,eva tardos,social network,female,White/European
2009277913,eva tardos,social network analysis,female,White/European
2567533895,gabor fath,social network,male,White/European
2124123939,jay yellen,graph theory,male,White/European
2785026101,john scott,social network,male,White/European
2785026101,john scott,network theory,male,White/European
2785026101,john scott,social network analysis,male,White/European
2785026101,john scott,network science,male,White/European
2766329864,john short,social network,male,White/European
2116293049,jordi duch,social network,male,White/European
2116293049,jordi duch,complex network,male,White/European
2110723587,jose duato,graph theory,male,White/European
1866249392,kurt lewin,social network,male,White/European
2014009537,l m floria,complex network,male,White/European
2014009537,l m floria,network science,male,White/European
1913813444,leon danon,complex network,male,White/European
1913813444,leon danon,network science,male,White/European
1913813444,leon danon,social network,male,White/European
2974437220,m blettner,graph theory,female,White/European
1013389924,pavol hell,graph theory,male,White/European
2116515527,per olsson,social network,male,White/European
2595682946,peter witt,network theory,male,White/European
2973752747,r e collin,network theory,male,White/European
2161768608,r i tanner,network theory,male,White/European
599695746,reto meuli,network science,male,White/European
2081760096,roy levien,complex network,male,White/European
2466761586,rui mendes,graph theory,male,White/European
1981770215,ryan chute,social network analysis,male,White/European
1266678505,s c ponten,complex network,female,White/European
1266678505,s c ponten,network theory,female,White/European
2561711467,souray ray,social network,male,White/European
2558876329,tim rowley,social network analysis,male,White/European
2558876329,tim rowley,network theory,male,White/European
2305700049,uwe hobohm,graph theory,male,White/European
2097273326,yair weiss,graph theory,male,White/European
2940512256,zheng wang,network theory,male,White/European
2306222705,a v goltsev,complex network,male,White/European
2168625971,alan shiell,social network analysis,male,White/European
2168625971,alan shiell,social network,male,White/European
2157809153,alex arenas,network theory,male,White/European
2157809153,alex arenas,social network,male,White/European
2157809153,alex arenas,complex network,male,White/European
2157809153,alex arenas,network science,male,White/European
2073696130,anat barnir,social network,female,White/European
2073696130,anat barnir,network theory,female,White/European
2103831443,arent greve,network theory,male,White/European
2103831443,arent greve,social network,male,White/European
2028428744,bruce kogut,social network,male,White/European
2012545385,cliff lampe,social network,male,White/European
2125127983,daniel katz,social network,male,White/European
2137221145,david kempe,social network analysis,male,White/European
2137221145,david kempe,social network,male,White/European
2405775641,david kirsh,complex network,male,White/European
2082712981,david lazer,social network,male,White/European
2082712981,david lazer,complex network,male,White/European
2209426836,dean lusher,social network,male,White/European
2209426836,dean lusher,network science,male,White/European
2146228102,donal doyle,social network,male,White/European
2146228102,donal doyle,social network analysis,male,White/European
2227797470,eric pinson,graph theory,male,White/European
2161805401,eugene guth,network theory,male,White/European
2132886310,g page west,network theory,male,White/European
2779549002,gabor szabo,complex network,male,White/European
2779549002,gabor szabo,social network,male,White/European
2627549943,h e stanley,complex network,male,White/European
2627549943,h e stanley,social network,male,White/European
1869364368,hafedh mili,graph theory,male,White/European
2104824474,helen sharp,social network,female,White/European
2105422751,holger ebel,complex network,male,White/European
77352129,inna kouper,social network analysis,female,White/European
1644299099,j j hyvonen,complex network,male,White/European
1644299099,j j hyvonen,social network,male,White/European
2156066232,jens krause,social network analysis,male,White/European
2156066232,jens krause,social network,male,White/European
2156066232,jens krause,network theory,male,White/European
2169727520,jon norberg,social network,male,White/European
2571140389,ken a smith,social network,male,White/European
2571140389,ken a smith,network theory,male,White/European
1688201687,kevin macon,network science,male,White/European
1826799450,kimmo kaski,social network,male,White/European
1826799450,kimmo kaski,complex network,male,White/European
431903201,l el ghaoui,graph theory,male,White/European
2569376642,leo breiman,graph theory,male,White/European
2012482624,lev muchnik,complex network,male,White/European
1984940772,lise getoor,social network,female,White/European
1984940772,lise getoor,social network analysis,female,White/European
2973854675,m h schultz,graph theory,male,White/European
2099416691,martin bell,social network analysis,male,White/European
1326542699,matjaz perc,complex network,male,White/European
1326542699,matjaz perc,network science,male,White/European
2111172571,michael hay,social network analysis,male,White/European
2111172571,michael hay,social network,male,White/European
2930417698,michel deza,graph theory,male,White/European
1274808907,olaf sporns,complex network,male,White/European
1274808907,olaf sporns,graph theory,male,White/European
1274808907,olaf sporns,network theory,male,White/European
1274808907,olaf sporns,network science,male,White/European
2119647875,pascal pons,complex network,male,White/European
2046372634,paul duguid,social network,male,White/European
2114003991,ralph gross,social network,male,White/European
2275925217,reka albert,complex network,female,White/European
2275925217,reka albert,graph theory,female,White/European
2280615501,rene s kahn,complex network,male,White/European
2006674552,risi kondor,graph theory,male,White/European
2918241356,rolf kotter,complex network,male,White/European
419511944,ron boschma,social network analysis,male,White/European
419511944,ron boschma,social network,male,White/European
419511944,ron boschma,network theory,male,White/European
2585984633,scott white,complex network,male,White/European
2585984633,scott white,network science,male,White/European
2503588034,stefan burr,graph theory,male,White/European
2503588034,stefan burr,network science,male,White/European
2503588034,stefan burr,complex network,male,White/European
2503588034,stefan burr,network theory,male,White/European
2444126633,ted g lewis,network science,male,White/European
2073090198,thomas hahn,social network,male,White/European
2130087974,tomas feder,graph theory,male,White/European
2545088079,tore opsahl,network science,male,White/European
2706748973,v belevitch,network theory,male,White/European
2054945303,vito latora,network science,male,White/European
2054945303,vito latora,complex network,male,White/European
2054945303,vito latora,network theory,male,White/European
2055318561,zoltan neda,network science,male,White/European
2055318561,zoltan neda,complex network,male,White/European
2097618952,a pellionisz,network theory,male,White/European
2026708256,aino halinen,network theory,female,White/European
2026708256,aino halinen,complex network,female,White/European
1157737953,alain barrat,complex network,male,White/European
1157737953,alain barrat,network science,male,White/European
2777125671,alan c evans,complex network,male,White/European
2015972736,alan mislove,network science,male,White/European
2015972736,alan mislove,social network,male,White/European
2074339028,alex fornito,network science,male,White/European
1353714631,andrej krevl,network science,male,White/European
1353714631,andrej krevl,social network,male,White/European
1998335764,andrej mrvar,social network analysis,male,White/European
1998335764,andrej mrvar,network science,male,White/European
1998335764,andrej mrvar,complex network,male,White/European
1998335764,andrej mrvar,social network,male,White/European
1538394340,aric hagberg,social network analysis,male,White/European
2715967903,benoit morel,social network analysis,male,White/European
2715967903,benoit morel,social network,male,White/European
2168090886,brad h mcrae,graph theory,male,White/European
2894994352,brian karrer,complex network,male,White/European
798163,carsten wiuf,complex network,male,White/European
798163,carsten wiuf,network science,male,White/European
2238409327,chris sander,graph theory,male,White/European
2173109630,david a fell,graph theory,male,White/European
2124028641,david jensen,social network,male,White/European
2124028641,david jensen,social network analysis,male,White/European
2157757235,dean l urban,network theory,male,White/European
2157757235,dean l urban,graph theory,male,White/European
2131371111,derek greene,social network,male,White/European
2131371111,derek greene,social network analysis,male,White/European
2346614798,edward shils,social network,male,White/European
2068860363,ellen zegura,graph theory,female,White/European
1264307526,eric a treml,graph theory,male,White/European
1264307526,eric a treml,network theory,male,White/European
2151743448,eva sorensen,network theory,female,White/European
2339985195,evelien otte,social network analysis,female,White/European
2339985195,evelien otte,social network,female,White/European
2339985195,evelien otte,network science,female,White/European
233957955,eytan bakshy,social network analysis,male,White/European
233957955,eytan bakshy,social network,male,White/European
65976662,frank harary,social network analysis,male,White/European
65976662,frank harary,network science,male,White/European
65976662,frank harary,graph theory,male,White/European
65976662,frank harary,network theory,male,White/European
2798761059,frank harary,graph theory,male,White/European
2099351547,fred buckley,graph theory,male,White/European
1515786896,gabor csardi,complex network,male,White/European
2050186710,garry robins,network science,male,White/European
2050186710,garry robins,social network,male,White/European
2050186710,garry robins,complex network,male,White/European
2141358683,gyorgy szabo,social network,male,White/European
703112618,henri tajfel,social network,male,White/European
2251891803,ignasi marti,social network,male,White/European
1833804002,imre derenyi,complex network,male,White/European
2974122918,j barraquand,graph theory,male,White/European
2710718375,j f f mendes,complex network,male,White/European
2150544969,james h gray,social network analysis,male,White/European
2582396414,james m cook,social network,male,White/European
2105050551,jenny preece,social network,female,White/European
2238704074,joaquin goni,graph theory,male,White/European
2238704074,joaquin goni,network theory,male,White/European
2097966160,johan bollen,social network,male,White/European
2097966160,johan bollen,social network analysis,male,White/European
2149311860,johanna mair,social network,female,White/European
2143987510,john c doyle,complex network,male,White/European
2161915041,john coleman,social network,male,White/European
2026903385,john hassard,social network,male,White/European
2101777055,john j tyson,complex network,male,White/European
597627890,john p ulhoi,network theory,male,White/European
597627890,john p ulhoi,social network,male,White/European
2110352321,john thibaut,social network,male,White/European
2948188776,jooyoung lee,network science,male,White/European
2948188776,jooyoung lee,complex network,male,White/European
2031433790,karen s cook,complex network,female,White/European
2031433790,karen s cook,social network,female,White/European
2031433790,karen s cook,network theory,female,White/European
2031433790,karen s cook,network science,female,White/European
571282587,karl e weick,social network,male,White/European
2126750883,kevin j lang,graph theory,male,White/European
2127645396,l da f costa,complex network,male,White/European
2137656347,laura garton,social network analysis,female,White/European
2137656347,laura garton,social network,female,White/European
2809829099,louise young,network theory,female,White/European
2394749673,m e j newman,social network,male,White/European
2394749673,m e j newman,graph theory,male,White/European
2394749673,m e j newman,complex network,male,White/European
2427942192,m e j newman,network science,male,White/European
2394749673,m e j newman,network science,male,White/European
2394749673,m e j newman,network theory,male,White/European
2119113135,marc a smith,social network analysis,male,White/European
2067196623,martin ester,social network,male,White/European
2067196623,martin ester,social network analysis,male,White/European
2084224747,marvin zelen,network science,male,White/European
2084224747,marvin zelen,network theory,male,White/European
2192357399,maryam alavi,social network,female,White/European
2192357399,maryam alavi,social network analysis,female,White/European
2094563821,matjaž perc,network science,male,White/European
180888741,mayer n zald,social network,male,White/European
2576151295,michael boss,network theory,male,White/European
2087233832,michael luby,graph theory,male,White/European
285776135,michel forse,graph theory,male,White/European
285776135,michel forse,social network,male,White/European
285776135,michel forse,network science,male,White/European
285776135,michel forse,social network analysis,male,White/European
1292959705,mikko kivela,network theory,male,White/European
2079916808,miles kahler,network science,male,White/European
2079916808,miles kahler,network theory,male,White/European
2655158390,naama barkai,complex network,female,White/European
217461061,noel m tichy,social network analysis,male,White/European
217461061,noel m tichy,social network,male,White/European
100648250,norman sadeh,social network,male,White/European
100648250,norman sadeh,social network analysis,male,White/European
2108917702,oliver mason,network theory,male,White/European
2108917702,oliver mason,complex network,male,White/European
2108917702,oliver mason,network science,male,White/European
2041808030,pawel winter,graph theory,male,White/European
2094778777,peter d hoff,social network analysis,male,White/European
2094778777,peter d hoff,social network,male,White/European
2106237846,peter m blau,social network,male,White/European
2619839645,petter holme,network science,male,White/European
2619839645,petter holme,network theory,male,White/European
2619839645,petter holme,social network,male,White/European
2619839645,petter holme,complex network,male,White/European
2151119034,philipp weis,social network analysis,male,White/European
2151119034,philipp weis,social network,male,White/European
2232643073,robert m may,network science,male,White/European
2232643073,robert m may,complex network,male,White/European
2207522298,robin wilson,graph theory,male,White/European
1977040039,roy haggerty,network theory,male,White/European
1970090850,s boccaletti,network theory,male,White/European
1970090850,s boccaletti,complex network,male,White/European
2628398253,s rothschild,network theory,male,White/European
2288765026,scott l feld,social network analysis,male,White/European
2288765026,scott l feld,social network,male,White/European
2146613377,seth a myers,social network,male,White/European
2107142044,stephen boyd,graph theory,male,White/European
2780435491,steven vajda,graph theory,male,White/European
2149865473,sune lehmann,network theory,male,White/European
2149865473,sune lehmann,social network,male,White/European
147526709,tamas nepusz,complex network,female,White/European
1908336426,tamas vicsek,complex network,male,White/European
1908336426,tamas vicsek,network science,male,White/European
1991290014,van j wedeen,network science,male,White/European
2157086078,yamir moreno,complex network,male,White/European
2157086078,yamir moreno,network theory,male,White/European
2157086078,yamir moreno,network science,male,White/European
2101313979,yvonne aberg,social network,female,White/European
2101313979,yvonne aberg,complex network,female,White/European
2109177743,a m henderson,social network,male,White/European
402941322,a r ingraffea,social network,male,White/European
402941322,a r ingraffea,social network analysis,male,White/European
1443137112,aaron clauset,complex network,male,White/European
2343985277,ada m lindsey,network theory,female,White/European
2060843742,alain degenne,network science,male,White/European
2060843742,alain degenne,social network analysis,male,White/European
2060843742,alain degenne,social network,male,White/European
2060843742,alain degenne,graph theory,male,White/European
2974632880,andrea larson,social network,female,White/European
2137536151,andrew crooks,social network,male,White/European
2137536151,andrew crooks,social network analysis,male,White/European
2034293391,andrew mcafee,social network,male,White/European
2810629069,andrew parker,social network analysis,male,White/European
2810629069,andrew parker,social network,male,White/European
2015015692,aniket kittur,social network analysis,male,White/European
2015015692,aniket kittur,social network,male,White/European
1387271665,antonio scala,complex network,male,White/European
2033042772,aura reggiani,complex network,female,White/European
2108037768,barry wellman,network science,male,White/European
2108037768,barry wellman,social network,male,White/European
2108037768,barry wellman,social network analysis,male,White/European
1983756286,bryan perozzi,social network,male,White/European
2810439195,candace jones,social network,female,White/European
2251690017,carles sierra,social network analysis,male,White/European
2251690017,carles sierra,social network,male,White/European
2963263805,david a kenny,social network analysis,male,White/European
1930867258,david j galas,network science,male,White/European
1930867258,david j galas,complex network,male,White/European
2236920176,david m mayer,social network analysis,male,White/European
2236920176,david m mayer,social network,male,White/European
2082974086,dennis shasha,graph theory,male,White/European
1837768759,elena zheleva,social network analysis,female,White/European
2233878446,elijah wright,social network analysis,male,White/European
2155628784,ella m atkins,graph theory,female,White/European
2121794025,emily s minor,network theory,female,White/European
2121794025,emily s minor,graph theory,female,White/European
2159873490,ferenc jordan,social network analysis,male,White/European
2159873490,ferenc jordan,social network,male,White/European
2273217107,fernand meyer,graph theory,male,White/European
2119774666,fidel ramirez,complex network,male,White/European
2119774666,fidel ramirez,graph theory,male,White/European
2097868833,gerald c kane,social network analysis,male,White/European
2097868833,gerald c kane,social network,male,White/European
2786058412,gergely palla,complex network,male,White/European
2302554261,gerome miklau,social network analysis,male,White/European
2302554261,gerome miklau,social network,male,White/European
2125205813,henry a finch,social network,male,White/European
967816195,ian brissette,social network,male,White/European
2102399848,ian wilkinson,network theory,male,White/European
165449881,jacob torfing,network theory,male,White/European
2185363493,james kennedy,graph theory,male,White/European
1887629390,janos kertesz,social network,male,White/European
1887629390,janos kertesz,complex network,male,White/European
2948074207,jari saramaki,complex network,male,White/European
2948074207,jari saramaki,social network,male,White/European
2130548382,jasmine novak,network science,female,White/European
2130548382,jasmine novak,social network,female,White/European
2155086231,john g watson,network theory,male,White/European
2105918681,john s selker,network theory,male,White/European
