author_id,author_name,field_name,gender,race
2171468280,andrea rapisarda,network science,male,White/European
2210283206,emilie marie hafnerburton,network science,female,White/European
2104106786,noel scott,network science,male,White/European
2315507133,t gregory dewey,network science,male,White/European
2098528998,david auber,network science,male,White/European
2111168551,bernard r brooks,network science,male,White/European
2691647209,nathalie del vecchio,network science,female,White/European
1999253335,martin rosvall,network science,male,White/European
234889175,george wittemyer,network science,male,White/European
2601842890,jennifer e smith,network science,female,White/European
1326542699,matjaz perc,network science,male,White/European
798163,carsten wiuf,network science,male,White/European
2779206936,guy melancon,network science,male,White/European
2046236816,edward t bullmore,network science,male,White/European
250223615,jennifer h fewell,network science,female,White/European
2088335365,michael p h stumpf,network science,male,White/European
718552027,piet van mieghem,network science,male,White/European
342346400,krista j gile,network science,female,White/European
2120550509,martin g everett,network science,male,White/European
2162788439,thomas richardson,network science,male,White/European
2394749673,m e j newman,network science,male,White/European
2166132336,massimiliano marcon,network science,male,White/European
2011752965,jeanjacques e slotine,network science,male,White/European
2131585779,rodolfo baggio,network science,male,White/European
2167938217,andrew j edelman,network science,male,White/European
2199275230,matthew o jackson,network science,male,White/European
2681246988,m ivanchenko,network science,male,White/European
2138805444,duncan j watts,network science,male,White/European
2048193252,christopher j honey,network science,male,White/European
2021322682,michael batty,network science,male,White/European
2943370720,stefan wuchty,network science,male,White/European
2585984633,scott white,network science,male,White/European
2094563821,matjaž perc,network science,male,White/European
2168957985,peter f stadler,network science,male,White/European
2785026101,john scott,network science,male,White/European
670901035,john skvoretz,network science,male,White/European
1908336426,tamas vicsek,network science,male,White/European
2055318561,zoltan neda,network science,male,White/European
2026323400,ronald rousseau,network science,male,White/European
25748148,romualdo pastorsatorras,network science,male,White/European
2108917702,oliver mason,network science,male,White/European
2117376714,peter j mucha,network science,male,White/European
2164983246,jukkapekka onnela,network science,male,White/European
2317295969,sebastien heymann,network science,male,White/European
304727838,gustavo deco,network science,male,White/European
1453920704,xavier gigandet,network science,male,White/European
2147406856,david b mcdonald,network science,male,White/European
2058920214,elizabeth a hobson,network science,female,White/European
43551179,stephen p borgatti,network science,male,White/European
2614590065,steve gregory,network science,male,White/European
333413116,sybil derrible,network science,male,White/European
2310195912,mathieu bastian,network science,male,White/European
172069076,morten l kringelbach,network science,male,White/European
2083426550,fabien jourdan,network science,male,White/European
2420755856,h eugene stanley,network science,male,White/European
1970090850,s boccaletti,network science,male,White/European
1954994128,roger guimera,network science,male,White/European
2191844773,anna goldenberg,network science,female,White/European
2122189410,santo fortunato,network science,male,White/European
2232072325,jerome kunegis,network science,male,White/European
2010447242,sebastiano vigna,network science,male,White/European
1226911827,ulrik brandes,network science,male,White/European
1988659955,martijn p van den heuvel,network science,male,White/European
252564519,paolo boldi,network science,male,White/European
2054945303,vito latora,network science,male,White/European
2050186710,garry robins,network science,male,White/European
1991290014,van j wedeen,network science,male,White/European
1966275690,johan koskinen,network science,male,White/European
2079916808,miles kahler,network science,male,White/European
1688201687,kevin macon,network science,male,White/European
2157086078,yamir moreno,network science,male,White/European
2232643073,robert m may,network science,male,White/European
2069656492,patric hagmann,network science,male,White/European
62967857,peter druschel,network science,male,White/European
2127341518,carl t bergstrom,network science,male,White/European
2509077533,noa pinterwollman,network science,female,White/European
2116743282,christopher kennedy,network science,male,White/European
2948188776,jooyoung lee,network science,male,White/European
1801894112,andreas burkhalter,network science,male,White/European
2484113080,darko hric,network science,male,White/European
2070727085,christian pich,network science,male,White/European
2096207090,lars backstrom,network science,male,White/European
647108882,matthieu latapy,network science,male,White/European
2227171322,michelle girvan,network science,female,White/European
71963461,filip agneessens,network science,male,White/European
2707826896,alessandro vespignani,network science,male,White/European
2306016062,mathieu jacomy,network science,male,White/European
2674978812,stephan gerhard,network science,male,White/European
2008141390,alessandro pluchino,network science,male,White/European
2209426836,dean lusher,network science,male,White/European
630663198,shlomo havlin,network science,male,White/European
1979476267,cornelis j stam,network science,male,White/European
2056122262,peter sanders,network science,male,White/European
2052013336,mason a porter,network science,male,White/European
197852453,jesus gomezgardenes,network science,male,White/European
2015972736,alan mislove,network science,male,White/European
2140363637,dorothea wagner,network science,female,White/European
2130754085,andrew tomkins,network science,male,White/European
1970321164,p ellen grant,network science,female,White/European
2609141449,clemence magnien,network science,male,White/European
2035405562,albert diazguilera,network science,male,White/European
2280264446,jose leonardo de moraes goncalves,graph,male,Hispanic/Latino
2131354393,regino criado,graph,male,Hispanic/Latino
2648312118,irene sendinanadal,graph,female,Hispanic/Latino
2251874077,paulo cesar sentelhas,graph,male,Hispanic/Latino
2110630753,clayton alcarde alvares,graph,male,Hispanic/Latino
1973145791,jose luiz stape,graph,male,Hispanic/Latino
2137000917,avrim blum,graph,male,Hispanic/Latino
1988556028,carlos guestrin,graph,male,Hispanic/Latino
2754191259,miguel romance,graph,male,Hispanic/Latino
2102592651,luis eduardo guarnizo,social network,male,Hispanic/Latino
2163979423,ernesto estrada,social network,male,Hispanic/Latino
2168861045,luis concha,complex network,male,Hispanic/Latino
2163979423,ernesto estrada,complex network,male,Hispanic/Latino
2095945270,mario chavez,complex network,male,Hispanic/Latino
2163979423,ernesto estrada,network science,male,Hispanic/Latino
2893140440,krishna bharat,graph,male,Indian Subcontinet
2193269139,somesh jha,graph,male,Indian Subcontinet
2059781006,sridhar rajagopalan,graph,male,Indian Subcontinet
2170924620,shuchi chawla,graph,female,Indian Subcontinet
2134612317,vijay kumar,graph,male,Indian Subcontinet
2136033276,amar bhide,graph,male,Indian Subcontinet
2222844223,jaydev p desai,graph,male,Indian Subcontinet
1253400224,amit puniyani,graph,male,Indian Subcontinet
2346754519,mukesh k jain,graph,male,Indian Subcontinet
2577876495,ravi kumar,graph,male,Indian Subcontinet
2195048431,prabhakar raghavan,graph,male,Indian Subcontinet
2041147275,jonathan s yedidia,graph,male,Indian Subcontinet
2162010601,anil k jain,graph,male,Indian Subcontinet
1699693458,gagan s wig,graph,male,Indian Subcontinet
2626711973,ravi k patel,graph,male,Indian Subcontinet
2087782347,rajan lukose,graph,male,Indian Subcontinet
2087782347,rajan lukose,social network,male,Indian Subcontinet
2606864221,sumantra ghoshal,social network,male,Indian Subcontinet
2943535934,paul almeida,social network,male,Indian Subcontinet
2636163417,ajay mehra,social network,male,Indian Subcontinet
2059565384,akshay java,social network,male,Indian Subcontinet
2917285912,deepa narayan,social network,female,Indian Subcontinet
2152523866,bobby bhattacharjee,social network,male,Indian Subcontinet
737083156,rajkumar buyya,social network,male,Indian Subcontinet
2138309519,shermin de silva,social network,female,Indian Subcontinet
2038968579,jayavardhana gubbi,social network,male,Indian Subcontinet
1982116827,krishna p gummadi,social network,male,Indian Subcontinet
2577876495,ravi kumar,social network,male,Indian Subcontinet
2236981363,ranjay gulati,social network,male,Indian Subcontinet
1253400224,amit puniyani,social network,male,Indian Subcontinet
2025344509,marimuthu palaniswami,social network,male,Indian Subcontinet
2146335907,charu c aggarwal,complex network,male,Indian Subcontinet
2008277149,aditya grover,complex network,male,Indian Subcontinet
2072553995,rahul c basole,complex network,male,Indian Subcontinet
2230469306,karthik subbian,complex network,male,Indian Subcontinet
2146335907,charu c aggarwal,network science,male,Indian Subcontinet
2230469306,karthik subbian,network science,male,Indian Subcontinet
1982116827,krishna p gummadi,network science,male,Indian Subcontinet
2152523866,bobby bhattacharjee,network science,male,Indian Subcontinet
2138309519,shermin de silva,network science,female,Indian Subcontinet
2072553995,rahul c basole,network science,male,Indian Subcontinet
2577876495,ravi kumar,network science,male,Indian Subcontinet
